team_name,team_abbr,role,player_name,sleeper_player_id,role_status,source_player_name,source_name,source_url,source_updated_at,researched_at,notes
Cleveland Browns,CLE,WR1,KC Concepcion,13298,projected,KC Concepcion,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Cleveland Browns,CLE,WR2,Denzel Boston,13346,projected,Denzel Boston,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Cleveland Browns,CLE,RB1,Quinshon Judkins,12512,projected,Quinshon Judkins,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Cleveland Browns,CLE,RB2,Dylan Sampson,12469,projected,Dylan Sampson,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Dallas Cowboys,DAL,WR1,CeeDee Lamb,6786,projected,CeeDee Lamb,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Dallas Cowboys,DAL,WR2,George Pickens,8137,projected,George Pickens,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Dallas Cowboys,DAL,RB1,Javonte Williams,7588,projected,Javonte Williams,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Dallas Cowboys,DAL,RB2,Jaydon Blue,12457,projected,Jaydon Blue,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Denver Broncos,DEN,WR1,Jaylen Waddle,7526,projected,Jaylen Waddle,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Denver Broncos,DEN,WR2,Courtland Sutton,5045,projected,Courtland Sutton,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Denver Broncos,DEN,RB1,J.K. Dobbins,6806,projected,J.K. Dobbins,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Denver Broncos,DEN,RB2,RJ Harvey,12489,projected,RJ Harvey,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Detroit Lions,DET,WR1,Amon-Ra St. Brown,7547,projected,Amon-Ra St. Brown,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Detroit Lions,DET,WR2,Jameson Williams,8148,projected,Jameson Williams,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Detroit Lions,DET,RB1,Jahmyr Gibbs,9221,projected,Jahmyr Gibbs,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Detroit Lions,DET,RB2,Isiah Pacheco,8205,projected,Isiah Pacheco,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Green Bay Packers,GB,WR1,Christian Watson,8167,projected,Christian Watson,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Green Bay Packers,GB,WR2,Jayden Reed,10222,projected,Jayden Reed,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Green Bay Packers,GB,RB1,Josh Jacobs,5850,projected,Josh Jacobs,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Green Bay Packers,GB,RB2,Chris Brooks,11370,projected,Chris Brooks,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Houston Texans,HOU,WR1,Nico Collins,7569,projected,Nico Collins,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Houston Texans,HOU,WR2,Jayden Higgins,12484,projected,Jayden Higgins,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Houston Texans,HOU,RB1,David Montgomery,5892,projected,David Montgomery,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Houston Texans,HOU,RB2,Woody Marks,12474,projected,Woody Marks,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Indianapolis Colts,IND,WR1,Alec Pierce,8142,projected,Alec Pierce,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Indianapolis Colts,IND,WR2,Josh Downs,9500,projected,Josh Downs,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Indianapolis Colts,IND,RB1,Jonathan Taylor,6813,projected,Jonathan Taylor,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Indianapolis Colts,IND,RB2,DJ Giddens,12471,projected,DJ Giddens,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Jacksonville Jaguars,JAX,WR1,Parker Washington,9487,projected,Parker Washington,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Jacksonville Jaguars,JAX,WR2,Brian Thomas,11631,projected,Brian Thomas Jr.,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Jacksonville Jaguars,JAX,RB1,Bhayshul Tuten,12490,projected,Bhayshul Tuten,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Jacksonville Jaguars,JAX,RB2,Chris Rodriguez,10219,projected,Chris Rodriguez,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Kansas City Chiefs,KC,WR1,Rashee Rice,10229,projected,Rashee Rice,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Kansas City Chiefs,KC,WR2,Xavier Worthy,11624,projected,Xavier Worthy,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Kansas City Chiefs,KC,RB1,Kenneth Walker,8151,projected,Kenneth Walker,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Kansas City Chiefs,KC,RB2,Emari Demercado,11199,projected,Emari Demercado,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Los Angeles Chargers,LAC,WR1,Ladd McConkey,11635,projected,Ladd McConkey,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Los Angeles Chargers,LAC,WR2,Quentin Johnston,9754,projected,Quentin Johnston,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Los Angeles Chargers,LAC,RB1,Omarion Hampton,12507,projected,Omarion Hampton,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Los Angeles Chargers,LAC,RB2,Keaton Mitchell,9511,projected,Keaton Mitchell,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Los Angeles Rams,LAR,WR1,Puka Nacua,9493,projected,Puka Nacua,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Los Angeles Rams,LAR,WR2,Davante Adams,2133,projected,Davante Adams,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Los Angeles Rams,LAR,RB1,Kyren Williams,8150,projected,Kyren Williams,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Los Angeles Rams,LAR,RB2,Blake Corum,11586,projected,Blake Corum,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Las Vegas Raiders,LV,WR1,Tre Tucker,10213,projected,Tre Tucker,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Las Vegas Raiders,LV,WR2,Jalen Nailor,8180,projected,Jalen Nailor,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Las Vegas Raiders,LV,RB1,Ashton Jeanty,12527,projected,Ashton Jeanty,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Las Vegas Raiders,LV,RB2,Mike Washington,13305,projected,Mike Washington Jr.,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Miami Dolphins,MIA,WR1,Malik Washington,11610,projected,Malik Washington,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Miami Dolphins,MIA,WR2,Caleb Douglas,13296,projected,Caleb Douglas,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Miami Dolphins,MIA,RB1,De'Von Achane,9226,projected,Devon Achane,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Miami Dolphins,MIA,RB2,Ollie Gordon,12495,projected,Ollie Gordon,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Minnesota Vikings,MIN,WR1,Justin Jefferson,6794,projected,Justin Jefferson,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Minnesota Vikings,MIN,WR2,Jordan Addison,9756,projected,Jordan Addison,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Minnesota Vikings,MIN,RB1,Aaron Jones,4199,projected,Aaron Jones,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Minnesota Vikings,MIN,RB2,Jordan Mason,8408,projected,Jordan Mason,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New England Patriots,NE,WR1,A.J. Brown,5859,projected,A.J. Brown,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New England Patriots,NE,WR2,Romeo Doubs,8121,projected,Romeo Doubs,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New England Patriots,NE,RB1,Rhamondre Stevenson,7611,projected,Rhamondre Stevenson,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New England Patriots,NE,RB2,TreVeyon Henderson,12529,projected,TreVeyon Henderson,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New Orleans Saints,NO,WR1,Chris Olave,8144,projected,Chris Olave,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New Orleans Saints,NO,WR2,Jordyn Tyson,13281,projected,Jordyn Tyson,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New Orleans Saints,NO,RB1,Travis Etienne,7543,projected,Travis Etienne,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New Orleans Saints,NO,RB2,Alvin Kamara,4035,projected,Alvin Kamara,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New York Giants,NYG,WR1,Malik Nabers,11632,projected,Malik Nabers,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New York Giants,NYG,WR2,Malachi Fields,13285,projected,Malachi Fields,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New York Giants,NYG,RB1,Cam Skattebo,12481,projected,Cam Skattebo,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New York Giants,NYG,RB2,Tyrone Tracy,11655,projected,Tyrone Tracy,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New York Jets,NYJ,WR1,Garrett Wilson,8146,projected,Garrett Wilson,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New York Jets,NYJ,WR2,Adonai Mitchell,11625,projected,Adonai Mitchell,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New York Jets,NYJ,RB1,Breece Hall,8155,projected,Breece Hall,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
New York Jets,NYJ,RB2,Braelon Allen,11576,projected,Braelon Allen,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Philadelphia Eagles,PHI,WR1,DeVonta Smith,7525,projected,DeVonta Smith,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Philadelphia Eagles,PHI,WR2,Makai Lemon,13294,projected,Makai Lemon,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Philadelphia Eagles,PHI,RB1,Saquon Barkley,4866,projected,Saquon Barkley,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Philadelphia Eagles,PHI,RB2,Tank Bigsby,9225,projected,Tank Bigsby,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Pittsburgh Steelers,PIT,WR1,DK Metcalf,5846,projected,DK Metcalf,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Pittsburgh Steelers,PIT,WR2,Michael Pittman,6819,projected,Michael Pittman,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Pittsburgh Steelers,PIT,RB1,Jaylen Warren,8228,projected,Jaylen Warren,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Pittsburgh Steelers,PIT,RB2,Rico Dowdle,7021,projected,Rico Dowdle,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Seattle Seahawks,SEA,WR1,Jaxon Smith-Njigba,9488,projected,Jaxon Smith-Njigba,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Seattle Seahawks,SEA,WR2,Rashid Shaheed,8676,projected,Rashid Shaheed,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Seattle Seahawks,SEA,RB1,Jadarian Price,13286,projected,Jadarian Price,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Seattle Seahawks,SEA,RB2,George Holani,12048,projected,George Holani,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
San Francisco 49ers,SF,WR1,Mike Evans,2216,projected,Mike Evans,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
San Francisco 49ers,SF,WR2,Deebo Samuel,5872,projected,Deebo Samuel,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
San Francisco 49ers,SF,RB1,Christian McCaffrey,4034,projected,Christian McCaffrey,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
San Francisco 49ers,SF,RB2,Jordan James,12467,projected,Jordan James,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Tampa Bay Buccaneers,TB,WR1,Emeka Egbuka,12514,projected,Emeka Egbuka,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Tampa Bay Buccaneers,TB,WR2,Chris Godwin,4037,projected,Chris Godwin,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Tampa Bay Buccaneers,TB,RB1,Bucky Irving,11584,projected,Bucky Irving,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Tampa Bay Buccaneers,TB,RB2,Kenny Gainwell,7567,projected,Kenneth Gainwell,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,Source lists Kenneth Gainwell; Sleeper uses Kenny Gainwell.
Tennessee Titans,TEN,WR1,Carnell Tate,13279,projected,Carnell Tate,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Tennessee Titans,TEN,WR2,Wan'Dale Robinson,8126,projected,Wan'Dale Robinson,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Tennessee Titans,TEN,RB1,Tony Pollard,5967,projected,Tony Pollard,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Tennessee Titans,TEN,RB2,Tyjae Spears,9508,projected,Tyjae Spears,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Washington Commanders,WAS,WR1,Terry McLaurin,5927,projected,Terry McLaurin,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Washington Commanders,WAS,WR2,Stefon Diggs,2449,projected,Stefon Diggs,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Washington Commanders,WAS,RB1,Jacory Croskey-Merritt,12533,projected,Jacory Croskey-Merritt,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
Washington Commanders,WAS,RB2,Rachaad White,8136,projected,Rachaad White,Draft Punk 2026 Fantasy Football Depth Charts,https://draftpunk.net/depth/,2026-08-19,2026-08-20,
